criterion,splitter,Min_samples_split,Min_samples_leaf,Ccp_alpha,Max_depth,Min_weight_fraction_leaf,Error-
absolute_error,best,2,100,0.2,10000,0.1,0.7692187500000003
absolute_error,best,37,73,0.7999999999999999,1,0.7,0.7692187500000003
friedman_mse,random,2,5,0.5,1000,0.30000000000000004,0.7744052971071154
absolute_error,random,10,1,0.8999999999999999,1,0.6,0.7692187500000003
poisson,random,10,5,0.8999999999999999,100,0.0,0.7744052971071154
squared_error,best,37,5,0.8999999999999999,100,0.8999999999999999,0.7744052971071154
poisson,best,10,2,0.5,1000,0.2,0.7744052971071154
poisson,random,5,37,0.2,10,0.2,0.7744052971071154
poisson,random,5,100,0.5,100,0.30000000000000004,0.7744052971071154
squared_error,random,10,10,0.6,1,0.0,0.7744052971071154
friedman_mse,best,5,37,0.30000000000000004,100,0.7,0.7744052971071154
friedman_mse,random,73,10,0.9999999999999999,1000,0.7999999999999999,0.7744052971071154
squared_error,random,37,2,0.1,10,0.0,0.7744052971071154
squared_error,best,73,1,0.1,10000,0.0,0.6892769786708053
friedman_mse,best,10,73,0.6,1000,0.1,0.7744052971071154
absolute_error,random,37,100,0.7999999999999999,1000,0.7,0.7692187500000003
squared_error,random,5,100,0.30000000000000004,10000,0.6,0.7744052971071154
squared_error,random,5,73,0.9999999999999999,10,0.7999999999999999,0.7744052971071154
squared_error,best,37,100,0.8999999999999999,10000,0.5,0.7744052971071154
poisson,random,5,10,0.5,1000,0.4,0.7744052971071154
poisson,best,100,1,0.7,1000,0.0,0.7744052971071154
friedman_mse,best,2,5,0.4,10000,0.2,0.7744052971071154
friedman_mse,random,100,1,0.4,1000,0.5,0.7744052971071154
friedman_mse,best,100,1,0.8999999999999999,100,0.9999999999999999,0.7744052971071154
poisson,random,73,1,0.9999999999999999,10,0.9999999999999999,0.7744052971071154
absolute_error,random,10,100,0.9999999999999999,10,0.30000000000000004,0.7692187500000003
squared_error,best,5,73,0.2,100,0.30000000000000004,0.7744052971071154
squared_error,best,10,100,0.1,10,0.30000000000000004,0.6892769786708053
poisson,best,10,5,0.2,10,0.8999999999999999,0.7744052971071154
absolute_error,random,5,1,0.8999999999999999,100,0.0,0.7692187500000003
absolute_error,random,5,1,0.5,1000,0.7999999999999999,0.7692187500000003
friedman_mse,best,73,100,0.4,1,0.7999999999999999,0.7744052971071154
poisson,random,2,2,0.0,10,0.6,0.5782759697903093
friedman_mse,random,5,1,0.9999999999999999,1000,0.4,0.7744052971071154
absolute_error,best,10,100,0.2,10000,0.0,0.7692187500000003
squared_error,best,10,1,0.1,1,0.30000000000000004,0.6892769786708053
friedman_mse,best,100,1,0.4,10000,0.30000000000000004,0.7744052971071154
squared_error,best,37,5,0.6,10,0.7,0.7744052971071154
friedman_mse,best,10,1,0.5,1000,0.30000000000000004,0.7744052971071154
absolute_error,random,100,73,0.8999999999999999,100,0.2,0.7692187500000003
friedman_mse,random,100,10,0.9999999999999999,100,0.4,0.7744052971071154
poisson,best,2,1,0.1,1,0.5,0.7744052971071154
absolute_error,best,5,37,0.4,10000,0.8999999999999999,0.7692187500000003
friedman_mse,best,2,73,0.1,10,0.5,0.6892769786708053
friedman_mse,random,5,73,0.8999999999999999,10000,0.0,0.7744052971071154
squared_error,random,73,37,0.1,10000,0.9999999999999999,0.7744052971071154
poisson,best,10,1,0.5,100,0.1,0.7744052971071154
squared_error,best,5,1,0.7,10,0.8999999999999999,0.7744052971071154
squared_error,random,100,1,0.1,100,0.1,0.7744052971071154
squared_error,best,10,5,0.8999999999999999,1,0.2,0.7744052971071154
squared_error,best,5,2,0.2,10,0.9999999999999999,0.7744052971071154
absolute_error,best,100,37,0.1,10,0.7,0.6714062499999998
squared_error,best,100,1,0.4,1,0.1,0.7744052971071154
friedman_mse,best,5,37,0.30000000000000004,1000,0.5,0.7744052971071154
absolute_error,random,2,1,0.1,100,0.9999999999999999,0.7692187500000003
absolute_error,best,37,100,0.7,1,0.4,0.7692187500000003
absolute_error,random,2,37,0.2,1,0.0,0.7692187500000003
squared_error,random,73,37,0.0,1000,0.1,0.6524017654292069
friedman_mse,best,73,37,0.5,100,0.7,0.7744052971071154
friedman_mse,random,10,2,0.1,100,0.30000000000000004,0.7744052971071154
friedman_mse,random,100,10,0.7,10000,0.2,0.7744052971071154
absolute_error,random,100,10,0.30000000000000004,10000,0.7,0.7692187500000003
poisson,random,10,2,0.30000000000000004,10000,0.4,0.7744052971071154
friedman_mse,best,37,100,0.1,100,0.5,0.6892769786708053
absolute_error,best,37,2,0.30000000000000004,10,0.1,0.7692187500000003
squared_error,random,10,10,0.6,1000,0.6,0.7744052971071154
poisson,random,73,73,0.1,1000,0.2,0.7744052971071154
absolute_error,best,37,10,0.4,1000,0.7,0.7692187500000003
friedman_mse,random,100,1,0.6,100,0.8999999999999999,0.7744052971071154
poisson,best,5,100,0.1,100,0.5,0.7744052971071154
friedman_mse,random,10,1,0.1,10000,0.30000000000000004,0.7744052971071154
squared_error,random,10,37,0.0,1000,0.4,0.6524017654292069
squared_error,best,5,37,0.7,10,0.30000000000000004,0.7744052971071154
squared_error,random,2,1,0.4,100,0.9999999999999999,0.7744052971071154
absolute_error,random,5,37,0.2,1000,0.5,0.7692187500000003
squared_error,random,73,2,0.0,10000,0.7,0.6067771912623336
friedman_mse,best,2,37,0.9999999999999999,1,0.7,0.7744052971071154
absolute_error,best,2,100,0.1,1000,0.9999999999999999,0.6714062499999998
squared_error,best,2,2,0.4,1000,0.7999999999999999,0.7744052971071154
squared_error,best,10,37,0.5,10,0.2,0.7744052971071154
absolute_error,random,73,100,0.30000000000000004,10000,0.30000000000000004,0.7692187500000003
friedman_mse,best,2,37,0.0,1,0.4,0.6892769786708053
squared_error,random,5,10,0.4,100,0.7,0.7744052971071154
squared_error,best,5,100,0.2,1,0.9999999999999999,0.7744052971071154
squared_error,best,100,1,0.5,1000,0.0,0.7744052971071154
absolute_error,best,2,100,0.5,10,0.7999999999999999,0.7692187500000003
squared_error,random,37,2,0.9999999999999999,1000,0.2,0.7744052971071154
absolute_error,random,10,2,0.5,1,0.5,0.7692187500000003
poisson,random,37,2,0.0,1000,0.9999999999999999,0.592032244013619
squared_error,random,37,1,0.1,10,0.4,0.7744052971071154
poisson,random,2,100,0.8999999999999999,1,0.6,0.7744052971071154
squared_error,random,5,5,0.1,10,0.7999999999999999,0.7744052971071154
poisson,random,100,10,0.9999999999999999,1,0.7999999999999999,0.7744052971071154
absolute_error,random,100,1,0.1,1,0.8999999999999999,0.7692187500000003
friedman_mse,best,100,2,0.1,1,0.6,0.6892769786708053
squared_error,best,100,73,0.4,1000,0.4,0.7744052971071154
poisson,random,100,10,0.7,10000,0.7999999999999999,0.7744052971071154
friedman_mse,best,10,37,0.9999999999999999,1000,0.7999999999999999,0.7744052971071154
absolute_error,best,100,5,0.0,100,0.30000000000000004,0.5692968749999997
squared_error,random,10,37,0.7999999999999999,100,0.30000000000000004,0.7744052971071154
poisson,random,10,5,0.0,1,0.6,0.7425155971867102
friedman_mse,random,100,37,0.9999999999999999,10,0.2,0.7744052971071154
absolute_error,best,2,10,0.8999999999999999,10000,0.30000000000000004,0.7692187500000003
poisson,best,2,10,0.7,1,0.7999999999999999,0.7744052971071154
poisson,best,73,1,0.9999999999999999,10,0.7,0.7744052971071154
squared_error,random,100,2,0.8999999999999999,100,0.6,0.7744052971071154
friedman_mse,random,10,2,0.7999999999999999,100,0.1,0.7744052971071154
squared_error,best,37,100,0.5,10,0.7999999999999999,0.7744052971071154
poisson,best,100,2,0.6,1000,0.9999999999999999,0.7744052971071154
poisson,random,10,100,0.8999999999999999,100,0.1,0.7744052971071154
squared_error,random,37,37,0.9999999999999999,10,0.1,0.7744052971071154
absolute_error,random,10,100,0.8999999999999999,100,0.2,0.7692187500000003
absolute_error,best,100,1,0.6,100,0.8999999999999999,0.7692187500000003
squared_error,best,10,37,0.6,10000,0.4,0.7744052971071154
absolute_error,best,73,2,0.30000000000000004,1,0.1,0.7692187500000003
friedman_mse,best,5,10,0.5,100,0.30000000000000004,0.7744052971071154
squared_error,random,37,100,0.7,10,0.9999999999999999,0.7744052971071154
friedman_mse,best,10,1,0.2,1,0.9999999999999999,0.7744052971071154
poisson,random,73,2,0.5,10,0.30000000000000004,0.7744052971071154
absolute_error,random,100,1,0.9999999999999999,10000,0.30000000000000004,0.7692187500000003
friedman_mse,best,73,73,0.8999999999999999,1000,0.6,0.7744052971071154
friedman_mse,best,5,2,0.2,1000,0.6,0.7744052971071154
squared_error,best,2,10,0.0,1,0.0,0.6892769786708053
friedman_mse,best,37,73,0.6,10,0.30000000000000004,0.7744052971071154
poisson,best,100,1,0.4,1,0.7999999999999999,0.7744052971071154
squared_error,best,5,73,0.30000000000000004,10,0.0,0.7744052971071154
squared_error,best,100,2,0.7999999999999999,1000,0.7999999999999999,0.7744052971071154
absolute_error,best,5,73,0.6,1,0.4,0.7692187500000003
friedman_mse,best,73,1,0.9999999999999999,1,0.30000000000000004,0.7744052971071154
friedman_mse,best,10,37,0.7999999999999999,1,0.7,0.7744052971071154
poisson,random,37,100,0.7,1000,0.2,0.7744052971071154
friedman_mse,random,10,5,0.7,10000,0.2,0.7744052971071154
absolute_error,best,73,10,0.2,1,0.7,0.7692187500000003
friedman_mse,best,2,2,0.8999999999999999,10,0.6,0.7744052971071154
absolute_error,best,10,73,0.8999999999999999,100,0.7999999999999999,0.7692187500000003
poisson,random,5,2,0.8999999999999999,1,0.6,0.7744052971071154
friedman_mse,best,5,1,0.7999999999999999,10,0.0,0.7744052971071154
squared_error,random,5,5,0.5,10,0.4,0.7744052971071154
squared_error,random,5,10,0.0,10,0.6,0.5450021997497723
friedman_mse,random,73,1,0.2,10000,0.1,0.7744052971071154
poisson,random,10,10,0.30000000000000004,1000,0.5,0.7744052971071154
squared_error,random,5,2,0.7999999999999999,1,0.4,0.7744052971071154
poisson,random,37,37,0.7999999999999999,10000,0.6,0.7744052971071154
friedman_mse,best,37,100,0.0,100,0.9999999999999999,0.6242388829982461
squared_error,best,5,5,0.6,10,0.9999999999999999,0.7744052971071154
squared_error,random,2,100,0.7,1000,0.6,0.7744052971071154
absolute_error,random,5,1,0.9999999999999999,10,0.5,0.7692187500000003
poisson,random,73,73,0.7999999999999999,10000,0.7,0.7744052971071154
squared_error,best,10,1,0.5,1,0.6,0.7744052971071154
squared_error,best,2,37,0.8999999999999999,10,0.30000000000000004,0.7744052971071154
absolute_error,best,73,10,0.30000000000000004,1000,0.8999999999999999,0.7692187500000003
squared_error,random,73,10,0.4,10000,0.7999999999999999,0.7744052971071154
absolute_error,best,73,1,0.2,10,0.8999999999999999,0.7692187500000003
poisson,best,100,73,0.8999999999999999,1000,0.6,0.7744052971071154
squared_error,random,10,37,0.2,10,0.8999999999999999,0.7744052971071154
friedman_mse,random,5,5,0.30000000000000004,10,0.1,0.7744052971071154
poisson,best,37,100,0.7999999999999999,100,0.5,0.7744052971071154
poisson,best,5,73,0.0,10,0.1,0.6097691334579525
friedman_mse,best,5,10,0.5,1,0.2,0.7744052971071154
poisson,random,73,10,0.4,10,0.5,0.7744052971071154
friedman_mse,random,73,100,0.7,100,0.0,0.7744052971071154
absolute_error,best,5,5,0.4,10,0.2,0.7692187500000003
friedman_mse,random,73,100,0.0,10,0.0,0.6791040891515967
poisson,best,10,10,0.6,10,0.7999999999999999,0.7744052971071154
absolute_error,random,2,2,0.2,10,0.9999999999999999,0.7692187500000003
friedman_mse,best,10,100,0.9999999999999999,1,0.4,0.7744052971071154
squared_error,random,37,37,0.6,10,0.6,0.7744052971071154
poisson,random,10,5,0.5,1000,0.4,0.7744052971071154
squared_error,best,100,10,0.30000000000000004,10,0.1,0.7744052971071154
friedman_mse,random,10,5,0.5,10000,0.30000000000000004,0.7744052971071154
squared_error,best,2,10,0.4,10,0.9999999999999999,0.7744052971071154
poisson,random,73,10,0.5,1,0.9999999999999999,0.7744052971071154
poisson,random,73,100,0.8999999999999999,1000,0.4,0.7744052971071154
absolute_error,best,10,10,0.0,10000,0.2,0.5377343750000001
friedman_mse,random,100,37,0.2,10000,0.2,0.7744052971071154
squared_error,best,100,10,0.0,1000,0.4,0.5492981431887712
friedman_mse,best,2,1,0.6,1,0.4,0.7744052971071154
friedman_mse,best,2,100,0.8999999999999999,10000,0.30000000000000004,0.7744052971071154
friedman_mse,best,2,73,0.0,10,0.9999999999999999,0.6034749240275996
absolute_error,random,100,100,0.2,1,0.2,0.7692187500000003
poisson,random,100,37,0.6,1,0.9999999999999999,0.7744052971071154
poisson,random,2,2,0.0,100,0.5,0.5341822916510415
poisson,random,37,100,0.7999999999999999,10,0.5,0.7744052971071154
poisson,random,37,5,0.2,10000,0.4,0.7744052971071154
absolute_error,best,10,10,0.4,10,0.6,0.7692187500000003
poisson,random,5,37,0.8999999999999999,100,0.7,0.7744052971071154
poisson,random,100,10,0.4,1,0.8999999999999999,0.7744052971071154
absolute_error,random,5,37,0.5,100,0.6,0.7692187500000003
friedman_mse,best,10,5,0.5,1,0.9999999999999999,0.7744052971071154
friedman_mse,best,2,5,0.7999999999999999,100,0.30000000000000004,0.7744052971071154
squared_error,best,10,5,0.1,10000,0.0,0.6892769786708053
friedman_mse,random,37,5,0.4,10000,0.0,0.7744052971071154
absolute_error,random,73,10,0.1,100,0.7,0.7692187500000003
poisson,best,37,5,0.5,100,0.2,0.7744052971071154
friedman_mse,best,10,73,0.5,100,0.9999999999999999,0.7744052971071154
poisson,random,10,10,0.4,100,0.2,0.7744052971071154
poisson,random,73,100,0.6,1,0.5,0.7744052971071154
squared_error,random,2,5,0.8999999999999999,10000,0.4,0.7744052971071154
squared_error,random,37,73,0.4,1,0.7,0.7744052971071154
poisson,best,37,1,0.7999999999999999,1,0.30000000000000004,0.7744052971071154
poisson,random,5,1,0.0,10000,0.8999999999999999,0.5278493923604168
absolute_error,random,5,37,0.8999999999999999,1000,0.8999999999999999,0.7692187500000003
poisson,best,2,5,0.7999999999999999,100,0.0,0.7744052971071154
poisson,best,37,1,0.0,1,0.0,0.6892769786708053
squared_error,random,37,5,0.9999999999999999,1000,0.7,0.7744052971071154
poisson,random,5,100,0.5,10000,0.2,0.7744052971071154
absolute_error,best,2,37,0.6,100,0.1,0.7692187500000003
squared_error,best,73,100,0.8999999999999999,1,0.6,0.7744052971071154
friedman_mse,best,73,5,0.5,1,0.0,0.7744052971071154
absolute_error,best,5,37,0.2,100,0.1,0.7692187500000003
friedman_mse,random,37,73,0.9999999999999999,1,0.0,0.7744052971071154
absolute_error,best,37,10,0.8999999999999999,10000,0.9999999999999999,0.7692187500000003
friedman_mse,random,5,5,0.4,10000,0.9999999999999999,0.7744052971071154
absolute_error,random,73,100,0.6,1000,0.6,0.7692187500000003
friedman_mse,best,73,1,0.0,100,0.4,0.5561339959523866
poisson,random,100,73,0.6,1000,0.1,0.7744052971071154
friedman_mse,random,37,100,0.0,1,0.8999999999999999,0.7425155971867102
squared_error,best,73,37,0.5,10,0.6,0.7744052971071154
absolute_error,best,37,73,0.30000000000000004,10,0.9999999999999999,0.7692187500000003
poisson,random,2,10,0.30000000000000004,10000,0.8999999999999999,0.7744052971071154
squared_error,best,2,2,0.5,1,0.5,0.7744052971071154
squared_error,random,73,5,0.2,1,0.5,0.7744052971071154
poisson,random,10,100,0.6,100,0.9999999999999999,0.7744052971071154
squared_error,best,100,1,0.7,100,0.8999999999999999,0.7744052971071154
squared_error,random,100,1,0.6,1,0.9999999999999999,0.7744052971071154
friedman_mse,random,100,10,0.0,1,0.2,0.7425155971867102
absolute_error,random,10,100,0.7999999999999999,10,0.0,0.7692187500000003
squared_error,random,37,10,0.30000000000000004,10000,0.30000000000000004,0.7744052971071154
absolute_error,best,2,10,0.0,1000,0.7999999999999999,0.5377343750000001
poisson,random,10,37,0.8999999999999999,10,0.30000000000000004,0.7744052971071154
poisson,random,5,10,0.7999999999999999,1000,0.0,0.7744052971071154
friedman_mse,random,100,1,0.7999999999999999,10,0.0,0.7744052971071154
absolute_error,random,5,37,0.7,10000,0.1,0.7692187500000003
poisson,best,73,1,0.0,10000,0.30000000000000004,0.5586245387132525
squared_error,best,5,10,0.30000000000000004,1,0.7999999999999999,0.7744052971071154
poisson,random,5,73,0.0,1000,0.0,0.6403362731473736
squared_error,random,73,10,0.30000000000000004,10000,0.8999999999999999,0.7744052971071154
absolute_error,random,100,10,0.0,10,0.7999999999999999,0.5753645833343749
poisson,best,2,2,0.8999999999999999,1,0.9999999999999999,0.7744052971071154
poisson,random,37,73,0.8999999999999999,1,0.0,0.7744052971071154
absolute_error,best,10,5,0.9999999999999999,100,0.6,0.7692187500000003
friedman_mse,random,73,100,0.7999999999999999,1,0.8999999999999999,0.7744052971071154
absolute_error,random,73,2,0.1,1000,0.8999999999999999,0.7692187500000003
friedman_mse,best,10,37,0.8999999999999999,1000,0.2,0.7744052971071154
poisson,random,5,100,0.1,1,0.7999999999999999,0.7744052971071154
friedman_mse,random,37,2,0.1,100,0.4,0.7744052971071154
squared_error,best,37,1,0.2,100,0.1,0.7744052971071154
friedman_mse,best,73,1,0.8999999999999999,10,0.0,0.7744052971071154
squared_error,best,5,2,0.9999999999999999,1000,0.5,0.7744052971071154
absolute_error,random,100,10,0.6,1000,0.7,0.7692187500000003
poisson,random,100,73,0.9999999999999999,1,0.30000000000000004,0.7744052971071154
squared_error,best,100,1,0.6,10000,0.0,0.7744052971071154
poisson,random,2,37,0.0,10000,0.4,0.6458910675786194
absolute_error,random,73,100,0.9999999999999999,100,0.1,0.7692187500000003
poisson,random,2,1,0.0,1,0.0,0.7425155971867102
friedman_mse,best,100,37,0.4,100,0.4,0.7744052971071154
friedman_mse,best,10,37,0.7,10,0.8999999999999999,0.7744052971071154
squared_error,best,10,37,0.2,100,0.0,0.7744052971071154
poisson,best,5,2,0.4,100,0.4,0.7744052971071154
absolute_error,random,2,1,0.4,1,0.7999999999999999,0.7692187500000003
absolute_error,random,5,10,0.5,100,0.4,0.7692187500000003
friedman_mse,random,37,5,0.30000000000000004,1,0.30000000000000004,0.7744052971071154
squared_error,random,73,2,0.4,1,0.0,0.7744052971071154
absolute_error,random,5,10,0.9999999999999999,10000,0.0,0.7692187500000003
absolute_error,best,37,1,0.4,1,0.6,0.7692187500000003
friedman_mse,random,37,5,0.4,1000,0.8999999999999999,0.7744052971071154
squared_error,best,10,37,0.9999999999999999,100,0.7999999999999999,0.7744052971071154
friedman_mse,random,73,10,0.7,1,0.9999999999999999,0.7744052971071154
squared_error,best,10,100,0.30000000000000004,10,0.8999999999999999,0.7744052971071154
absolute_error,random,100,2,0.7999999999999999,1,0.6,0.7692187500000003
friedman_mse,random,5,5,0.5,100,0.30000000000000004,0.7744052971071154
squared_error,best,10,10,0.7999999999999999,1,0.6,0.7744052971071154
absolute_error,random,10,100,0.2,10000,0.7,0.7692187500000003
friedman_mse,random,5,100,0.8999999999999999,1,0.1,0.7744052971071154
squared_error,best,100,10,0.30000000000000004,1000,0.7999999999999999,0.7744052971071154
absolute_error,random,5,1,0.9999999999999999,100,0.9999999999999999,0.7692187500000003
squared_error,random,73,10,0.4,1,0.7999999999999999,0.7744052971071154
absolute_error,random,5,5,0.8999999999999999,100,0.9999999999999999,0.7692187500000003
absolute_error,best,100,2,0.2,1,0.4,0.7692187500000003
poisson,random,2,10,0.9999999999999999,10,0.4,0.7744052971071154
friedman_mse,random,10,10,0.1,1000,0.7,0.7744052971071154
poisson,random,37,10,0.1,1,0.5,0.7744052971071154
squared_error,best,37,2,0.5,1,0.1,0.7744052971071154
friedman_mse,best,2,1,0.6,100,0.7,0.7744052971071154
squared_error,random,2,37,0.0,10,0.6,0.6524017654292069
poisson,random,5,2,0.4,10000,0.30000000000000004,0.7744052971071154
friedman_mse,best,100,1,0.0,1000,0.7,0.5647811270994274
poisson,best,2,37,0.9999999999999999,1,0.7999999999999999,0.7744052971071154
squared_error,random,100,2,0.5,100,0.0,0.7744052971071154
absolute_error,best,5,37,0.2,1000,0.8999999999999999,0.7692187500000003
squared_error,random,73,1,0.7999999999999999,1000,0.7,0.7744052971071154
squared_error,best,100,1,0.0,1000,0.1,0.5552063652042385
absolute_error,random,73,2,0.4,1000,0.4,0.7692187500000003
friedman_mse,best,37,37,0.30000000000000004,10000,0.30000000000000004,0.7744052971071154
poisson,best,37,73,0.30000000000000004,10000,0.2,0.7744052971071154
friedman_mse,random,10,73,0.9999999999999999,10000,0.30000000000000004,0.7744052971071154
squared_error,best,100,10,0.7,10,0.7,0.7744052971071154
absolute_error,best,37,5,0.7999999999999999,10,0.2,0.7692187500000003
friedman_mse,best,37,73,0.7,100,0.30000000000000004,0.7744052971071154
squared_error,random,5,10,0.6,10000,0.7,0.7744052971071154
squared_error,random,2,100,0.7999999999999999,10000,0.0,0.7744052971071154
friedman_mse,best,10,100,0.7,100,0.5,0.7744052971071154
friedman_mse,random,5,1,0.5,1,0.4,0.7744052971071154
friedman_mse,best,10,37,0.4,10000,0.8999999999999999,0.7744052971071154
friedman_mse,random,37,10,0.0,10,0.1,0.6163466352967175
squared_error,random,10,37,0.7,1,0.7999999999999999,0.7744052971071154
absolute_error,random,10,10,0.0,1000,0.4,0.5822395833343752
friedman_mse,best,100,37,0.9999999999999999,1000,0.6,0.7744052971071154
poisson,best,37,73,0.0,1000,0.9999999999999999,0.6097691334579525
friedman_mse,best,10,73,0.4,1000,0.5,0.7744052971071154
friedman_mse,random,37,5,0.2,1,0.2,0.7744052971071154
squared_error,random,5,2,0.7999999999999999,100,0.30000000000000004,0.7744052971071154
squared_error,best,73,100,0.30000000000000004,100,0.6,0.7744052971071154
poisson,random,100,73,0.8999999999999999,1,0.2,0.7744052971071154
absolute_error,random,37,37,0.2,100,0.0,0.7692187500000003
squared_error,best,37,5,0.1,10,0.8999999999999999,0.6892769786708053
squared_error,random,2,100,0.8999999999999999,10,0.7,0.7744052971071154
poisson,best,100,10,0.7999999999999999,1,0.6,0.7744052971071154
squared_error,random,100,100,0.7,10,0.4,0.7744052971071154
friedman_mse,best,100,2,0.7,1,0.6,0.7744052971071154
poisson,best,5,37,0.4,10000,0.2,0.7744052971071154
squared_error,best,2,73,0.8999999999999999,1,0.5,0.7744052971071154
squared_error,random,10,100,0.4,10,0.0,0.7744052971071154
friedman_mse,random,10,5,0.8999999999999999,100,0.7999999999999999,0.7744052971071154
squared_error,best,2,73,0.6,10,0.9999999999999999,0.7744052971071154
squared_error,random,10,73,0.0,1000,0.2,0.6403362731473736
squared_error,best,2,2,0.2,10000,0.7,0.7744052971071154
friedman_mse,best,10,37,0.7,10000,0.7,0.7744052971071154
squared_error,best,100,100,0.30000000000000004,1000,0.4,0.7744052971071154
squared_error,best,10,1,0.8999999999999999,10000,0.8999999999999999,0.7744052971071154
friedman_mse,best,10,1,0.7999999999999999,1000,0.0,0.7744052971071154
squared_error,best,2,100,0.5,100,0.4,0.7744052971071154
squared_error,best,2,2,0.0,10,0.4,0.5386384380437181
squared_error,best,37,10,0.7,1,0.7999999999999999,0.7744052971071154
squared_error,random,2,100,0.6,1,0.5,0.7744052971071154
friedman_mse,random,10,73,0.6,1000,0.8999999999999999,0.7744052971071154
squared_error,random,10,5,0.1,1000,0.30000000000000004,0.7744052971071154
squared_error,random,2,2,0.6,1,0.9999999999999999,0.7744052971071154
friedman_mse,best,5,10,0.30000000000000004,10,0.2,0.7744052971071154
poisson,best,73,73,0.2,1,0.30000000000000004,0.7744052971071154
poisson,best,37,2,0.7,100,0.7,0.7744052971071154
squared_error,random,100,73,0.6,100,0.7999999999999999,0.7744052971071154
absolute_error,best,5,73,0.9999999999999999,100,0.4,0.7692187500000003
poisson,random,5,1,0.8999999999999999,1000,0.1,0.7744052971071154
poisson,best,5,2,0.1,100,0.4,0.7744052971071154
squared_error,random,2,100,0.9999999999999999,1000,0.6,0.7744052971071154
squared_error,random,100,100,0.2,1,0.0,0.7744052971071154
squared_error,best,73,37,0.7,1000,0.4,0.7744052971071154
poisson,random,2,2,0.4,1,0.7,0.7744052971071154
absolute_error,best,73,37,0.5,100,0.6,0.7692187500000003
friedman_mse,best,100,5,0.8999999999999999,10,0.7,0.7744052971071154
friedman_mse,random,5,37,0.8999999999999999,1000,0.1,0.7744052971071154
absolute_error,random,5,10,0.1,10,0.30000000000000004,0.7692187500000003
absolute_error,random,37,100,0.1,10,0.8999999999999999,0.7692187500000003
absolute_error,best,2,2,0.5,10,0.30000000000000004,0.7692187500000003
absolute_error,random,10,37,0.7999999999999999,100,0.8999999999999999,0.7692187500000003
squared_error,random,2,100,0.1,10000,0.2,0.7744052971071154
squared_error,random,73,37,0.6,100,0.30000000000000004,0.7744052971071154
friedman_mse,best,5,10,0.8999999999999999,100,0.0,0.7744052971071154
poisson,random,37,73,0.7,1000,0.30000000000000004,0.7744052971071154
squared_error,best,2,37,0.30000000000000004,1,0.9999999999999999,0.7744052971071154
friedman_mse,best,73,73,0.2,1000,0.5,0.7744052971071154
absolute_error,best,10,5,0.9999999999999999,10000,0.9999999999999999,0.7692187500000003
squared_error,best,37,1,0.5,10000,0.6,0.7744052971071154
absolute_error,random,10,2,0.7,1000,0.0,0.7692187500000003
poisson,best,37,5,0.9999999999999999,10,0.30000000000000004,0.7744052971071154
friedman_mse,random,2,2,0.5,10000,0.0,0.7744052971071154
absolute_error,random,73,10,0.8999999999999999,10000,0.30000000000000004,0.7692187500000003
squared_error,best,73,2,0.7,1000,0.2,0.7744052971071154
absolute_error,best,2,2,0.7,10000,0.7,0.7692187500000003
friedman_mse,random,2,10,0.7,10000,0.6,0.7744052971071154
friedman_mse,best,2,2,0.5,10,0.2,0.7744052971071154
poisson,best,10,73,0.0,10,0.9999999999999999,0.6097691334579525
absolute_error,best,5,37,0.6,1,0.1,0.7692187500000003
absolute_error,best,100,10,0.0,1000,0.9999999999999999,0.5696093749999998
friedman_mse,random,73,2,0.30000000000000004,10,0.7999999999999999,0.7744052971071154
absolute_error,random,2,73,0.1,10000,0.4,0.7692187500000003
squared_error,best,73,10,0.0,1000,0.2,0.5455575151616481
friedman_mse,best,10,73,0.6,10000,0.0,0.7744052971071154
poisson,random,37,2,0.7,1000,0.4,0.7744052971071154
friedman_mse,best,2,1,0.7,1000,0.6,0.7744052971071154
poisson,random,5,37,0.6,10000,0.5,0.7744052971071154
friedman_mse,random,100,37,0.8999999999999999,100,0.6,0.7744052971071154
absolute_error,best,37,5,0.8999999999999999,1,0.5,0.7692187500000003
squared_error,best,10,1,0.30000000000000004,1000,0.2,0.7744052971071154
poisson,random,5,37,0.1,100,0.0,0.7744052971071154
poisson,best,73,37,0.8999999999999999,100,0.2,0.7744052971071154
poisson,random,10,37,0.4,1,0.30000000000000004,0.7744052971071154
squared_error,random,37,10,0.6,100,0.1,0.7744052971071154
squared_error,best,2,37,0.8999999999999999,1,0.5,0.7744052971071154
